kind,n,m,structure,workload,threads,queries,build_ns,index_bytes,analytic_bytes,scratch_bytes,wall_ns,throughput_qps,p50_ns,p99_ns,chunk,spread,checksum
er,20000,319858,adjmap,bfs,1,64,9106275,3132736,2781408,97736,160566449,398.59,2465484,3310702,1,1.0235,12799360000
er,20000,319858,adjmap,bfs,2,64,9106275,3132736,2781408,195472,84680716,755.78,2573296,3275325,1,1.1265,12799360000
er,20000,319858,adjmap,bfs,4,64,9106275,3132736,2781408,390944,44578730,1435.66,2671150,3316476,1,1.2004,12799360000
er,20000,319858,adjmap,bfs,1,512,9106275,3132736,2781408,97736,1304011662,392.63,2440090,3622386,1,1.0734,102394880000
er,20000,319858,adjmap,bfs,2,512,9106275,3132736,2781408,195472,668813057,765.54,2563385,3207339,1,1.0555,102394880000
er,20000,319858,adjmap,bfs,4,512,9106275,3132736,2781408,390944,341112210,1500.97,2621505,3600982,1,1.0781,102394880000
er,20000,319858,adjmap,bfs-batch,1,64,9106275,3132736,2781408,97736,132372650,483.48,2039587,3013781,1,1.5260,12799360000
er,20000,319858,adjmap,bfs-batch,2,64,9106275,3132736,2781408,195472,65361297,979.17,1994854,2464352,1,1.2509,12799360000
er,20000,319858,adjmap,bfs-batch,4,64,9106275,3132736,2781408,390944,35278763,1814.12,2119674,2908308,1,1.0311,12799360000
er,20000,319858,adjmap,bfs-batch,1,512,9106275,3132736,2781408,97736,1025967777,499.04,1991218,2189279,1,1.0718,102394880000
er,20000,319858,adjmap,bfs-batch,2,512,9106275,3132736,2781408,195472,528892364,968.06,2051213,2463889,1,1.0424,102394880000
er,20000,319858,adjmap,bfs-batch,4,512,9106275,3132736,2781408,390944,267741338,1912.29,2054628,2582658,1,1.0564,102394880000
er,20000,319858,adjmap,dfs,1,64,9106275,3132736,2781408,699848,209237600,305.87,3198257,4400079,1,1.0855,12799360000
er,20000,319858,adjmap,dfs,2,64,9106275,3132736,2781408,1399696,103451726,618.65,3111988,4297652,1,1.0603,12799360000
er,20000,319858,adjmap,dfs,4,64,9106275,3132736,2781408,2799392,53697853,1191.85,3156975,5119530,1,1.0706,12799360000
er,20000,319858,adjmap,dfs,1,512,9106275,3132736,2781408,699848,1577158703,324.63,3039017,3514278,1,1.0676,102394880000
er,20000,319858,adjmap,dfs,2,512,9106275,3132736,2781408,1399696,792717837,645.88,3068238,3617612,1,1.0805,102394880000
er,20000,319858,adjmap,dfs,4,512,9106275,3132736,2781408,2799392,414056654,1236.55,3146701,4330102,1,1.0519,102394880000
er,20000,319858,adjlist,bfs,1,64,5590552,2304912,2301432,97736,108267872,591.13,1657168,2000827,1,1.1087,12799360000
er,20000,319858,adjlist,bfs,2,64,5590552,2304912,2301432,195472,55491830,1153.32,1677719,2229217,1,1.1372,12799360000
er,20000,319858,adjlist,bfs,4,64,5590552,2304912,2301432,390944,28972734,2208.97,1739459,2469998,1,1.0608,12799360000
er,20000,319858,adjlist,bfs,1,512,5590552,2304912,2301432,97736,864643620,592.15,1681520,1837222,1,1.0496,102394880000
er,20000,319858,adjlist,bfs,2,512,5590552,2304912,2301432,195472,457509917,1119.10,1750345,2372236,1,1.0358,102394880000
er,20000,319858,adjlist,bfs,4,512,5590552,2304912,2301432,390944,231301631,2213.56,1753918,2354941,1,1.1292,102394880000
er,20000,319858,adjlist,bfs-batch,1,64,5590552,2304912,2301432,97736,79051869,809.60,1220058,1512225,1,1.0786,12799360000
er,20000,319858,adjlist,bfs-batch,2,64,5590552,2304912,2301432,195472,39435307,1622.91,1170497,1630269,1,1.1978,12799360000
er,20000,319858,adjlist,bfs-batch,4,64,5590552,2304912,2301432,390944,19977904,3203.54,1204479,1543374,1,1.1092,12799360000
er,20000,319858,adjlist,bfs-batch,1,512,5590552,2304912,2301432,97736,602930976,849.19,1169218,1394573,1,1.0666,102394880000
er,20000,319858,adjlist,bfs-batch,2,512,5590552,2304912,2301432,195472,296575099,1726.38,1141785,1409840,1,1.0385,102394880000
er,20000,319858,adjlist,bfs-batch,4,512,5590552,2304912,2301432,390944,156557550,3270.36,1186095,1572404,1,1.0174,102394880000
er,20000,319858,adjlist,dfs,1,64,5590552,2304912,2301432,699848,152291385,420.25,2406349,3165706,1,1.1058,12799360000
er,20000,319858,adjlist,dfs,2,64,5590552,2304912,2301432,1399696,77690230,823.78,2392171,3205632,1,1.0777,12799360000
er,20000,319858,adjlist,dfs,4,64,5590552,2304912,2301432,2799392,41445907,1544.18,2443614,4129326,1,1.0712,12799360000
er,20000,319858,adjlist,dfs,1,512,5590552,2304912,2301432,699848,1183717768,432.54,2285482,2544805,1,1.0175,102394880000
er,20000,319858,adjlist,dfs,2,512,5590552,2304912,2301432,1399696,594867347,860.70,2313391,2782706,1,1.0604,102394880000
er,20000,319858,adjlist,dfs,4,512,5590552,2304912,2301432,2799392,310120243,1650.97,2382307,3118460,1,1.0589,102394880000
er,20000,319858,adjlist-exact,bfs,1,64,3822691,1883096,1759456,97736,92639317,690.85,1416815,2015254,1,1.0367,12799360000
er,20000,319858,adjlist-exact,bfs,2,64,3822691,1883096,1759456,195472,46699823,1370.45,1415843,1961406,1,1.0778,12799360000
er,20000,319858,adjlist-exact,bfs,4,64,3822691,1883096,1759456,390944,23241787,2753.66,1373764,1920730,1,1.0764,12799360000
