kind,n,m,structure,workload,threads,queries,build_ns,index_bytes,analytic_bytes,scratch_bytes,wall_ns,throughput_qps,p50_ns,p99_ns,chunk,spread,checksum
er,200000,3199860,adjmap,bfs,1,4,111047737,28713008,27812168,988584,182874425,21.87,47073991,47183419,1,1.0970,79999600000
er,200000,3199860,adjmap,bfs,2,4,111047737,28713008,27812168,1977168,100292759,39.88,49315980,50903862,1,1.1995,79999600000
er,200000,3199860,adjmap,bfs,4,4,111047737,28713008,27812168,3954336,53998152,74.08,48506921,53951161,1,1.1481,79999600000
er,200000,3199860,adjmap,bfs,1,16,111047737,28713008,27812168,988584,748592181,21.37,46834077,48457332,1,1.1705,319998400000
er,200000,3199860,adjmap,bfs,2,16,111047737,28713008,27812168,1977168,371459769,43.07,45459397,49205423,1,1.0776,319998400000
er,200000,3199860,adjmap,bfs,4,16,111047737,28713008,27812168,3954336,192140142,83.27,46644597,50011094,1,1.1101,319998400000
er,200000,3199860,adjmap,bfs-batch,1,4,111047737,28713008,27812168,988584,161334661,24.79,40922911,40991415,1,1.1993,79999600000
er,200000,3199860,adjmap,bfs-batch,2,4,111047737,28713008,27812168,1977168,84706912,47.22,42293095,43272039,1,1.2722,79999600000
er,200000,3199860,adjmap,bfs-batch,4,4,111047737,28713008,27812168,3954336,39292718,101.80,38921695,39219438,1,1.1533,79999600000
er,200000,3199860,adjmap,bfs-batch,1,16,111047737,28713008,27812168,988584,614447439,26.04,38015450,44476092,1,1.1963,319998400000
er,200000,3199860,adjmap,bfs-batch,2,16,111047737,28713008,27812168,1977168,336998489,47.48,41708840,43863596,1,1.0350,319998400000
er,200000,3199860,adjmap,bfs-batch,4,16,111047737,28713008,27812168,3954336,152889610,104.65,36807338,42492589,1,1.0565,319998400000
er,200000,3199860,adjlist,bfs,1,4,35138324,23012768,23012192,988584,131247244,30.48,33165378,33204800,1,1.0366,79999600000
er,200000,3199860,adjlist,bfs,2,4,35138324,23012768,23012192,1977168,71104438,56.26,34518030,36496127,1,1.0616,79999600000
er,200000,3199860,adjlist,bfs,4,4,35138324,23012768,23012192,3954336,38264003,104.54,36242531,38216425,1,1.0713,79999600000
er,200000,3199860,adjlist,bfs,1,16,35138324,23012768,23012192,988584,502499835,31.84,31242132,35726869,1,1.1631,319998400000
er,200000,3199860,adjlist,bfs,2,16,35138324,23012768,23012192,1977168,257755429,62.07,31564236,36341996,1,1.1470,319998400000
er,200000,3199860,adjlist,bfs,4,16,35138324,23012768,23012192,3954336,133453833,119.89,32987360,33872477,1,1.0896,319998400000
er,200000,3199860,adjlist,bfs-batch,1,4,35138324,23012768,23012192,988584,82145773,48.69,20828821,21223639,1,1.1133,79999600000
er,200000,3199860,adjlist,bfs-batch,2,4,35138324,23012768,23012192,1977168,48115782,83.13,24334081,24653766,1,1.1900,79999600000
er,200000,3199860,adjlist,bfs-batch,4,4,35138324,23012768,23012192,3954336,23791961,168.12,22703272,23708957,1,1.6147,79999600000
er,200000,3199860,adjlist,bfs-batch,1,16,35138324,23012768,23012192,988584,351863317,45.47,21918414,23796115,1,1.1136,319998400000
er,200000,3199860,adjlist,bfs-batch,2,16,35138324,23012768,23012192,1977168,164946331,97.00,20503531,21301116,1,1.0910,319998400000
er,200000,3199860,adjlist,bfs-batch,4,16,35138324,23012768,23012192,3954336,86472960,185.03,21295979,22124272,1,1.2916,319998400000
er,200000,3199860,adjlist-exact,bfs,1,4,32509839,18790944,17599464,988584,125804878,31.80,30827976,34022533,1,1.0187,79999600000
er,200000,3199860,adjlist-exact,bfs,2,4,32509839,18790944,17599464,1977168,60196760,66.45,30256934,30463647,1,1.1341,79999600000
er,200000,3199860,adjlist-exact,bfs,4,4,32509839,18790944,17599464,3954336,32825880,121.86,32470859,32751088,1,1.2627,79999600000
er,200000,3199860,adjlist-exact,bfs,1,16,32509839,18790944,17599464,988584,503582165,31.77,31443039,33040889,1,1.0905,319998400000
er,200000,3199860,adjlist-exact,bfs,2,16,32509839,18790944,17599464,1977168,270897479,59.06,32477923,39452433,1,1.2070,319998400000
er,200000,3199860,adjlist-exact,bfs,4,16,32509839,18790944,17599464,3954336,136003482,117.64,33042307,34335436,1,1.1838,319998400000
er,200000,3199860,adjlist-exact,bfs-batch,1,4,32509839,18790944,17599464,988584,89931304,44.48,22371185,23209774,1,1.0702,79999600000
er,200000,3199860,adjlist-exact,bfs-batch,2,4,32509839,18790944,17599464,1977168,46293543,86.41,23012640,23201915,1,1.4226,79999600000
er,200000,3199860,adjlist-exact,bfs-batch,4,4,32509839,18790944,17599464,3954336,23845749,167.74,23444350,23604889,1,1.1520,79999600000
er,200000,3199860,adjlist-exact,bfs-batch,1,16,32509839,18790944,17599464,988584,324759660,49.27,20050325,21628829,1,1.0936,319998400000
