kind,n,m,structure,workload,threads,queries,build_ns,index_bytes,analytic_bytes,scratch_bytes,wall_ns,throughput_qps,p50_ns,p99_ns,chunk,spread,checksum
er,20000,319858,adjmap,neighbors,1,10000,8262630,3133496,2781408,11720,883512,11318465.40,42893,63770,512,1.1247,1601857802
er,20000,319858,adjmap,neighbors,2,10000,8262630,3133496,2781408,23440,521399,19179169.89,52553,64507,512,1.4980,1601857802
er,20000,319858,adjmap,neighbors,4,10000,8262630,3133496,2781408,46880,280260,35681153.21,42285,69021,512,1.4429,1601857802
er,20000,319858,adjmap,neighbors,1,500000,8262630,3133496,2781408,11720,42576688,11743515.61,40900,78634,512,1.0669,79995350513
er,20000,319858,adjmap,neighbors,2,500000,8262630,3133496,2781408,23440,21500086,23255720.93,40927,81416,512,1.0234,79995350513
er,20000,319858,adjmap,neighbors,4,500000,8262630,3133496,2781408,46880,11172313,44753490.17,42100,88488,512,1.0573,79995350513
er,20000,319858,adjmap,neighbors-batch,1,10000,8262630,3133496,2781408,11720,647817,15436458.14,30950,51673,512,1.1092,1600951307
er,20000,319858,adjmap,neighbors-batch,2,10000,8262630,3133496,2781408,23440,314656,31780738.33,28950,40662,512,1.4706,1600951307
er,20000,319858,adjmap,neighbors-batch,4,10000,8262630,3133496,2781408,46880,234987,42555545.63,36012,56904,512,2.0639,1600951307
er,20000,319858,adjmap,neighbors-batch,1,500000,8262630,3133496,2781408,11720,35166125,14218228.48,33940,64724,512,1.0490,79982830511
er,20000,319858,adjmap,neighbors-batch,2,500000,8262630,3133496,2781408,23440,16806448,29750486.24,32440,61075,512,1.0403,79982830511
er,20000,319858,adjmap,neighbors-batch,4,500000,8262630,3133496,2781408,46880,8752087,57129231.01,32794,64412,512,1.0634,79982830511
er,20000,319858,adjmap,hasedge,1,10000,8262630,3133496,2781408,11720,835697,11966059.47,163878,187747,2048,1.0812,5001
er,20000,319858,adjmap,hasedge,2,10000,8262630,3133496,2781408,23440,515877,19384465.68,163976,188050,2048,1.0763,5001
er,20000,319858,adjmap,hasedge,4,10000,8262630,3133496,2781408,46880,275081,36352928.77,139788,201816,2048,1.2599,5001
er,20000,319858,adjmap,hasedge,1,500000,8262630,3133496,2781408,11720,40190546,12440736.68,157628,220171,2048,1.0318,250202
er,20000,319858,adjmap,hasedge,2,500000,8262630,3133496,2781408,23440,19969514,25038165.68,157466,227074,2048,1.0300,250202
er,20000,319858,adjmap,hasedge,4,500000,8262630,3133496,2781408,46880,10368345,48223703.98,155800,263510,2048,1.0755,250202
er,20000,319858,adjlist,neighbors,1,10000,4506872,2310064,2301432,11720,638802,15654302.90,31804,36916,512,1.5707,1601857802
er,20000,319858,adjlist,neighbors,2,10000,4506872,2310064,2301432,23440,339808,29428383.09,31899,40045,512,1.9148,1601857802
er,20000,319858,adjlist,neighbors,4,10000,4506872,2310064,2301432,46880,190985,52360132.99,25080,52131,512,1.7328,1601857802
er,20000,319858,adjlist,neighbors,1,500000,4506872,2310064,2301432,11720,35035866,14271090.09,33570,68207,512,1.0259,79995350513
er,20000,319858,adjlist,neighbors,2,500000,4506872,2310064,2301432,23440,17051304,29323270.53,32104,68221,512,1.0341,79995350513
er,20000,319858,adjlist,neighbors,4,500000,4506872,2310064,2301432,46880,8780656,56943353.66,32902,66822,512,1.0639,79995350513
er,20000,319858,adjlist,neighbors-batch,1,10000,4506872,2310064,2301432,11720,366526,27283194.10,17351,24164,512,1.0712,1600951307
er,20000,319858,adjlist,neighbors-batch,2,10000,4506872,2310064,2301432,23440,185256,53979358.29,16570,19276,512,1.3779,1600951307
er,20000,319858,adjlist,neighbors-batch,4,10000,4506872,2310064,2301432,46880,143038,69911492.05,19487,23341,512,1.3639,1600951307
er,20000,319858,adjlist,neighbors-batch,1,500000,4506872,2310064,2301432,11720,18805265,26588298.54,17703,44964,512,1.0356,79982830511
er,20000,319858,adjlist,neighbors-batch,2,500000,4506872,2310064,2301432,23440,9975432,50123142.54,18855,50031,512,1.0331,79982830511
er,20000,319858,adjlist,neighbors-batch,4,500000,4506872,2310064,2301432,46880,4894621,102152955.25,18293,48984,512,1.0387,79982830511
er,20000,319858,adjlist,hasedge,1,10000,4506872,2310064,2301432,11720,534401,18712539.83,102956,128497,2048,1.0698,5001
er,20000,319858,adjlist,hasedge,2,10000,4506872,2310064,2301432,23440,271445,36839875.48,87836,101024,2048,1.2589,5001
er,20000,319858,adjlist,hasedge,4,10000,4506872,2310064,2301432,46880,195982,51025094.14,90432,99825,2048,1.2614,5001
er,20000,319858,adjlist,hasedge,1,500000,4506872,2310064,2301432,11720,25992803,19236093.93,100220,148259,2048,1.4149,250202
er,20000,319858,adjlist,hasedge,2,500000,4506872,2310064,2301432,23440,12894504,38776210.39,97804,180914,2048,1.0473,250202
er,20000,319858,adjlist,hasedge,4,500000,4506872,2310064,2301432,46880,6327338,79022173.31,96245,163337,2048,1.0405,250202
er,20000,319858,adjlist-exact,neighbors,1,10000,2835304,1883096,1759456,11720,573553,17435180.36,28786,32643,512,1.0702,1601857802
er,20000,319858,adjlist-exact,neighbors,2,10000,2835304,1883096,1759456,23440,260602,38372690.92,22824,29715,512,2.9489,1601857802
er,20000,319858,adjlist-exact,neighbors,4,10000,2835304,1883096,1759456,46880,230940,43301290.38,35313,61659,512,1.4081,1601857802
er,20000,319858,adjlist-exact,neighbors,1,500000,2835304,1883096,1759456,11720,26641171,18767943.80,25575,54204,512,1.0834,79995350513
er,20000,319858,adjlist-exact,neighbors,2,500000,2835304,1883096,1759456,23440,13979503,35766650.65,26045,62654,512,1.0689,79995350513
er,20000,319858,adjlist-exact,neighbors,4,500000,2835304,1883096,1759456,46880,7229750,69158684.60,26858,60301,512,1.0468,79995350513
er,20000,319858,adjlist-exact,neighbors-batch,1,10000,2835304,1883096,1759456,11720,360696,27724177.70,18032,19310,512,1.0938,1600951307
er,20000,319858,adjlist-exact,neighbors-batch,2,10000,2835304,1883096,1759456,23440,175579,56954419.38,16691,19484,512,1.4804,1600951307
er,20000,319858,adjlist-exact,neighbors-batch,4,10000,2835304,1883096,1759456,46880,130039,76900006.92,19858,24366,512,1.4772,1600951307
er,20000,319858,adjlist-exact,neighbors-batch,1,500000,2835304,1883096,1759456,11720,17523402,28533272.25,16966,42235,512,1.0726,79982830511
er,20000,319858,adjlist-exact,neighbors-batch,2,500000,2835304,1883096,1759456,23440,9521434,52513098.34,18055,51090,512,1.0729,79982830511
er,20000,319858,adjlist-exact,neighbors-batch,4,500000,2835304,1883096,1759456,46880,4950204,101005938.34,18176,50374,512,1.0993,79982830511
er,20000,319858,adjlist-exact,hasedge,1,10000,2835304,1883096,1759456,11720,674971,14815451.33,127380,159674,2048,1.1509,5001
er,20000,319858,adjlist-exact,hasedge,2,10000,2835304,1883096,1759456,23440,323123,30947967.18,127993,153800,2048,1.3425,5001
er,20000,319858,adjlist-exact,hasedge,4,10000,2835304,1883096,1759456,46880,188044,53179043.20,75429,141990,2048,1.2741,5001
er,20000,319858,adjlist-exact,hasedge,1,500000,2835304,1883096,1759456,11720,22202134,22520357.73,85724,131327,2048,1.3032,250202
er,20000,319858,adjlist-exact,hasedge,2,500000,2835304,1883096,1759456,23440,11482921,43542927.80,88622,142294,2048,1.0642,250202
er,20000,319858,adjlist-exact,hasedge,4,500000,2835304,1883096,1759456,46880,5758515,86827940.88,87954,127512,2048,1.1029,250202
er,20000,319858,csr,neighbors,1,10000,2273620,1368112,1359484,11720,447222,22360259.56,21883,25622,512,1.5353,1601857802
er,20000,319858,csr,neighbors,2,10000,2273620,1368112,1359484,23440,282520,35395724.20,26498,34652,512,2.4877,1601857802
er,20000,319858,csr,neighbors,4,10000,2273620,1368112,1359484,46880,240508,41578658.51,23739,86275,512,1.2503,1601857802
er,20000,319858,csr,neighbors,1,500000,2273620,1368112,1359484,11720,21683458,23059052.67,20736,50058,512,1.2483,79995350513
er,20000,319858,csr,neighbors,2,500000,2273620,1368112,1359484,23440,13644870,36643808.26,21127,71391,512,1.0448,79995350513
er,20000,319858,csr,neighbors,4,500000,2273620,1368112,1359484,46880,5727863,87292590.62,21134,51972,512,1.0682,79995350513
er,20000,319858,csr,neighbors-batch,1,10000,2273620,1368112,1359484,11720,318562,31391063.59,15886,16813,512,1.1414,1600951307
er,20000,319858,csr,neighbors-batch,2,10000,2273620,1368112,1359484,23440,183742,54424138.19,16051,21707,512,1.1381,1600951307
er,20000,319858,csr,neighbors-batch,4,10000,2273620,1368112,1359484,46880,131915,75806390.48,17426,20837,512,1.3604,1600951307
er,20000,319858,csr,neighbors-batch,1,500000,2273620,1368112,1359484,11720,16377769,30529188.68,15857,37754,512,1.1864,79982830511
